ENTREZID	ENSEMBL	SYMBOL	GENENAME
97064	ENSMUSG00000027803	Wwtr1	WW domain containing transcription regulator 1
170658	NA	BC002163	NADH dehydrogenase Fe-S protein 5 pseudogene
668216	NA	Gm9049	predicted gene 9049
20524	ENSMUSG00000022404	Slc25a17	solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17
230828	ENSMUSG00000037157	Il22ra1	interleukin 22 receptor, alpha 1
236733	ENSMUSG00000031066	Usp11	ubiquitin specific peptidase 11
67026	ENSMUSG00000026279	Thap4	THAP domain containing 4
319916	NA	A730011C13Rik	RIKEN cDNA A730011C13 gene
100042659	NA	Gm3952	predicted gene 3952
83382	ENSMUSG00000030474	Siglece	sialic acid binding Ig-like lectin E
319446	ENSMUSG00000053687	Dpep2	dipeptidase 2
319446	ENSMUSG00000115067	Dpep2	dipeptidase 2
66390	ENSMUSG00000016257	Prelid3b	PRELI domain containing 3B
332993	NA	Gm5129	predicted gene 5129
69591	ENSMUSG00000097468	Mdrl	mitochondrial dynamic related lncRNA
24115	ENSMUSG00000037418	Best1	bestrophin 1
237886	ENSMUSG00000069793	Slfn9	schlafen 9
237886	ENSMUSG00000116349	Slfn9	schlafen 9
237886	ENSMUSG00000116043	Slfn9	schlafen 9
237886	ENSMUSG00000116390	Slfn9	schlafen 9
69659	ENSMUSG00000060530	2310069G16Rik	RIKEN cDNA 2310069G16 gene
230752	ENSMUSG00000050212	Eva1b	eva-1 homolog B (C. elegans)
66290	ENSMUSG00000039105	Atp6v1g1	ATPase, H+ transporting, lysosomal V1 subunit G1
214579	ENSMUSG00000035936	Aldh5a1	aldhehyde dehydrogenase family 5, subfamily A1
228151	ENSMUSG00000075217	4833423E24Rik	RIKEN cDNA 4833423E24 gene
68465	ENSMUSG00000030168	Adipor2	adiponectin receptor 2
72804	NA	9130017K11Rik	RIKEN cDNA 9130017K11 gene
57916	ENSMUSG00000010142	Tnfrsf13b	tumor necrosis factor receptor superfamily, member 13b
387163	ENSMUSG00000065592	Mir145a	microRNA 145a
245650	ENSMUSG00000042282	Gucy2f	guanylate cyclase 2f
66055	ENSMUSG00000037361	Sf3b6	splicing factor 3B, subunit 6
77038	ENSMUSG00000027255	Arfgap2	ADP-ribosylation factor GTPase activating protein 2
78826	ENSMUSG00000050921	P2ry10	purinergic receptor P2Y, G-protein coupled 10
57344	ENSMUSG00000003559	As3mt	arsenic (+3 oxidation state) methyltransferase
58206	ENSMUSG00000006310	Zbtb32	zinc finger and BTB domain containing 32
218460	ENSMUSG00000042015	Wdr41	WD repeat domain 41
73582	ENSMUSG00000071037	Camkmt	calmodulin-lysine N-methyltransferase
213068	ENSMUSG00000036944	Tmem71	transmembrane protein 71
67538	ENSMUSG00000045822	Zswim3	zinc finger SWIM-type containing 3
208884	ENSMUSG00000036985	Zdhhc9	zinc finger, DHHC domain containing 9
109314	ENSMUSG00000056270	Prr9	proline rich 9
20681	ENSMUSG00000024176	Sox8	SRY (sex determining region Y)-box 8
67242	ENSMUSG00000055760	Gemin6	gem nuclear organelle associated protein 6
110454	ENSMUSG00000075602	Ly6a	lymphocyte antigen 6 complex, locus A
74179	ENSMUSG00000085333	1700030A11Rik	RIKEN cDNA 1700030A11 gene
70157	NA	2210409D07Rik	RIKEN cDNA 2210409D07 gene
100141474	ENSMUSG00000047988	4933428G20Rik	RIKEN cDNA 4933428G20 gene
14182	ENSMUSG00000031565	Fgfr1	fibroblast growth factor receptor 1
94181	ENSMUSG00000028334	Nans	N-acetylneuraminic acid synthase (sialic acid synthase)
100503767	NA	Gm17473	predicted gene, 17473
170753	ENSMUSG00000040209	Zfp704	zinc finger protein 704
69625	NA	2310014F06Rik	RIKEN cDNA 2310014F06 gene
328963	NA	G630071F17Rik	RIKEN cDNA G630071F17 gene
71520	ENSMUSG00000004837	Grap	GRB2-related adaptor protein
666422	ENSMUSG00000110372	Gm8096	3-phosphoglycerate dehydrogenase pseudogene
12780	ENSMUSG00000025194	Abcc2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2
97086	ENSMUSG00000037994	Slc9b2	solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2
14381	ENSMUSG00000031400	G6pdx	glucose-6-phosphate dehydrogenase X-linked
16939	ENSMUSG00000043165	Lor	loricrin
100503198	NA	Gm19590	predicted gene, 19590
434204	ENSMUSG00000045795	Whamm	WAS protein homolog associated with actin, golgi membranes and microtubules
404634	ENSMUSG00000020086	H2afy2	H2A histone family, member Y2
319973	NA	A630077J23Rik	RIKEN cDNA A630077J23 gene
69551	ENSMUSG00000031983	2310022B05Rik	RIKEN cDNA 2310022B05 gene
11769	ENSMUSG00000004849	Ap1s1	adaptor protein complex AP-1, sigma 1
100041279	NA	Gm3248	predicted gene 3248
100862227	NA	NA	NA
74769	ENSMUSG00000032462	Pik3cb	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
234356	ENSMUSG00000036356	Csgalnact1	chondroitin sulfate N-acetylgalactosaminyltransferase 1
236732	ENSMUSG00000031060	Rbm10	RNA binding motif protein 10
231769	ENSMUSG00000029439	Sfswap	splicing factor SWAP
76408	ENSMUSG00000020865	Abcc3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3
668310	ENSMUSG00000108929	Cc2d2b	coiled-coil and C2 domain containing 2B
22262	ENSMUSG00000028186	Uox	urate oxidase
12725	ENSMUSG00000004319	Clcn3	chloride channel, voltage-sensitive 3
320299	ENSMUSG00000022837	Iqcb1	IQ calmodulin-binding motif containing 1
70626	NA	5730522E02Rik	RIKEN cDNA 5730522E02 gene
20379	ENSMUSG00000021319	Sfrp4	secreted frizzled-related protein 4
74489	ENSMUSG00000110140	5430421F17Rik	RIKEN cDNA 5430421F17 gene
16675	ENSMUSG00000017588	Krt27	keratin 27
226153	ENSMUSG00000025209	Twnk	twinkle mtDNA helicase
545677	ENSMUSG00000073764	Gm12888	predicted gene 12888
68044	ENSMUSG00000020309	Chac2	ChaC, cation transport regulator 2
70575	ENSMUSG00000013150	Gfod2	glucose-fructose oxidoreductase domain containing 2
100503023	NA	NA	NA
331487	ENSMUSG00000073016	Uprt	uracil phosphoribosyltransferase
665338	NA	Gm7592	predicted gene 7592
18782	ENSMUSG00000041202	Pla2g2d	phospholipase A2, group IID
217337	ENSMUSG00000020780	Srp68	signal recognition particle 68
100038486	NA	Gm10742	predicted gene 10742
11611	ENSMUSG00000026272	Agxt	alanine-glyoxylate aminotransferase
670211	NA	Gm12508	predicted gene 12508
13690	ENSMUSG00000005610	Eif4g2	eukaryotic translation initiation factor 4, gamma 2
625281	NA	Gm6570	predicted gene 6570
319155	ENSMUSG00000060678	Hist1h4c	histone cluster 1, H4c
22700	ENSMUSG00000002617	Zfp40	zinc finger protein 40
380969	ENSMUSG00000023009	Nckap5l	NCK-associated protein 5-like
629750	NA	Gm11517	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene
54324	ENSMUSG00000033542	Arhgef5	Rho guanine nucleotide exchange factor (GEF) 5
74477	ENSMUSG00000020807	4933427D14Rik	RIKEN cDNA 4933427D14 gene
21357	ENSMUSG00000023051	Tarbp2	TARBP2, RISC loading complex RNA binding subunit
622645	ENSMUSG00000095407	Tmem200c	transmembrane protein 200C
22589	ENSMUSG00000031229	Atrx	ATRX, chromatin remodeler
100217459	NA	Snord70	small nucleolar RNA, C/D box 70
21841	ENSMUSG00000071337	Tia1	cytotoxic granule-associated RNA binding protein 1
319574	ENSMUSG00000110656	Gm20735	predicted gene, 20735
108900	ENSMUSG00000055184	Fam72a	family with sequence similarity 72, member A
320332	ENSMUSG00000096010	Hist4h4	histone cluster 4, H4
67959	ENSMUSG00000002524	Puf60	poly-U binding splicing factor 60
11689	ENSMUSG00000025701	Alox5	arachidonate 5-lipoxygenase
100503559	NA	NA	NA
547176	ENSMUSG00000035045	Zc3h12b	zinc finger CCCH-type containing 12B
68195	ENSMUSG00000094724	Rnaset2b	ribonuclease T2B
19298	ENSMUSG00000003464	Pex19	peroxisomal biogenesis factor 19
654812	ENSMUSG00000028989	Angptl7	angiopoietin-like 7
328324	ENSMUSG00000114590	5930438M14Rik	RIKEN cDNA 5930438M14 gene
22791	ENSMUSG00000029014	Dnajc2	DnaJ heat shock protein family (Hsp40) member C2
24131	ENSMUSG00000021798	Ldb3	LIM domain binding 3
27369	ENSMUSG00000014554	Dguok	deoxyguanosine kinase
107849	ENSMUSG00000055360	Prl2c5	prolactin family 2, subfamily c, member 5
633395	ENSMUSG00000073607	Gm10548	ribosomal protein L29 pseudogene
20680	ENSMUSG00000063060	Sox7	SRY (sex determining region Y)-box 7
71836	ENSMUSG00000042708	Shcbp1l	Shc SH2-domain binding protein 1-like
226791	ENSMUSG00000039246	Lyplal1	lysophospholipase-like 1
675812	ENSMUSG00000023284	Zfp605	zinc finger protein 605
74069	ENSMUSG00000041536	Serpina3a	serine (or cysteine) peptidase inhibitor, clade A, member 3A
54208	ENSMUSG00000030654	Arl6ip1	ADP-ribosylation factor-like 6 interacting protein 1
93706	ENSMUSG00000102918	Pcdhgc3	protocadherin gamma subfamily C, 3
64291	ENSMUSG00000044252	Osbpl1a	oxysterol binding protein-like 1A
225884	ENSMUSG00000058216	Gstp3	glutathione S-transferase pi 3
225884	ENSMUSG00000097663	Gstp3	glutathione S-transferase pi 3
60613	ENSMUSG00000028631	Kcnq4	potassium voltage-gated channel, subfamily Q, member 4
228005	ENSMUSG00000042133	Ppig	peptidyl-prolyl isomerase G (cyclophilin G)
271278	ENSMUSG00000044361	BC024139	cDNA sequence BC024139
67387	ENSMUSG00000026111	Unc50	unc-50 homolog
57138	ENSMUSG00000017740	Slc12a5	solute carrier family 12, member 5
12365	ENSMUSG00000005355	Casp14	caspase 14
16782	ENSMUSG00000026479	Lamc2	laminin, gamma 2
333588	ENSMUSG00000087360	Gm15104	predicted gene 15104
330662	ENSMUSG00000058325	Dock1	dedicator of cytokinesis 1
68616	ENSMUSG00000030703	Gdpd3	glycerophosphodiester phosphodiesterase domain containing 3
11688	ENSMUSG00000020891	Alox8	arachidonate 8-lipoxygenase
68121	ENSMUSG00000056267	Cep70	centrosomal protein 70
74176	ENSMUSG00000053675	Tgm5	transglutaminase 5
231413	ENSMUSG00000044221	Grsf1	G-rich RNA sequence binding factor 1
74147	ENSMUSG00000022853	Ehhadh	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase
68440	ENSMUSG00000026544	Dusp23	dual specificity phosphatase 23
625732	NA	Gm11893	predicted gene 11893
54390	ENSMUSG00000028460	Sit1	suppression inducing transmembrane adaptor 1
13680	ENSMUSG00000015023	Ddx19a	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19a
73834	ENSMUSG00000021114	Atp6v1d	ATPase, H+ transporting, lysosomal V1 subunit D
70427	ENSMUSG00000042570	Mier2	MIER family member 2
17392	ENSMUSG00000043613	Mmp3	matrix metallopeptidase 3
75573	ENSMUSG00000009210	Prr29	proline rich 29
26390	ENSMUSG00000033902	Mapkbp1	mitogen-activated protein kinase binding protein 1
230125	ENSMUSG00000045973	Slc25a51	solute carrier family 25, member 51
100040997	NA	Gm15340	predicted gene 15340
230908	ENSMUSG00000041459	Tardbp	TAR DNA binding protein
210973	ENSMUSG00000059486	Kbtbd2	kelch repeat and BTB (POZ) domain containing 2
631331	NA	Gm7061	proteasome subunit beta type-1-like
100038610	NA	Gm10747	predicted gene 10747
106369	ENSMUSG00000022773	Ypel1	yippee like 1
74846	ENSMUSG00000086638	4930405A21Rik	RIKEN cDNA 4930405A21 gene
217371	ENSMUSG00000025170	Rab40b	Rab40B, member RAS oncogene family
53313	ENSMUSG00000020788	Atp2a3	ATPase, Ca++ transporting, ubiquitous
69546	ENSMUSG00000041775	Mapk1ip1	mitogen-activated protein kinase 1 interacting protein 1
269061	ENSMUSG00000034820	Cpsf7	cleavage and polyadenylation specific factor 7
212516	ENSMUSG00000030321	Efcab12	EF-hand calcium binding domain 12
100233207	ENSMUSG00000091685	Gm17359	predicted gene, 17359
19729	ENSMUSG00000027953	Slc50a1	solute carrier family 50 (sugar transporter), member 1
233877	ENSMUSG00000030685	Kctd13	potassium channel tetramerisation domain containing 13
320256	ENSMUSG00000038060	Dlec1	deleted in lung and esophageal cancer 1
192734	ENSMUSG00000046807	Lrrc75b	leucine rich repeat containing 75B
74268	ENSMUSG00000003604	Aven	apoptosis, caspase activation inhibitor
100502742	ENSMUSG00000097318	1700007L15Rik	RIKEN cDNA 1700007L15 gene
319984	ENSMUSG00000022208	Jph4	junctophilin 4
22409	ENSMUSG00000026167	Wnt10a	wingless-type MMTV integration site family, member 10A
68581	ENSMUSG00000021248	Tmed10	transmembrane p24 trafficking protein 10
57260	ENSMUSG00000040432	Ltb4r2	leukotriene B4 receptor 2
380718	ENSMUSG00000034121	Mks1	Meckel syndrome, type 1
667118	ENSMUSG00000102049	Zbed6	zinc finger, BED type containing 6
665685	NA	Ppp1r2-ps2	protein phosphatase 1, regulatory (inhibitor) subunit 2, pseudogene 2
22712	ENSMUSG00000023882	Zfp54	zinc finger protein 54
100504536	NA	NA	NA
74988	NA	4930480G23Rik	RIKEN cDNA 4930480G23 gene
14910	ENSMUSG00000086429	Gt(ROSA)26Sor	gene trap ROSA 26, Philippe Soriano
66323	ENSMUSG00000056508	1700001K19Rik	RIKEN cDNA 1700001K19 gene
70892	ENSMUSG00000036745	Ttll7	tubulin tyrosine ligase-like family, member 7
12952	ENSMUSG00000020038	Cry1	cryptochrome 1 (photolyase-like)
68876	ENSMUSG00000025436	Atp23	ATP23 metallopeptidase and ATP synthase assembly factor homolog
68177	ENSMUSG00000021928	Ebpl	emopamil binding protein-like
20382	ENSMUSG00000034120	Srsf2	serine/arginine-rich splicing factor 2
237769	NA	NA	NA
100502945	NA	Gm19466	predicted gene, 19466
140917	ENSMUSG00000027845	Dclre1b	DNA cross-link repair 1B
73852	ENSMUSG00000025766	D3Ertd751e	DNA segment, Chr 3, ERATO Doi 751, expressed
382406	ENSMUSG00000019952	Poc1b	POC1 centriolar protein B
381353	ENSMUSG00000029419	Ajm1	apical junction component 1
73062	ENSMUSG00000033819	Ppp1r16a	protein phosphatase 1, regulatory subunit 16A
74108	ENSMUSG00000022685	Parn	poly(A)-specific ribonuclease (deadenylation nuclease)
619309	NA	Muc3a	mucin 3A, cell surface associated
11749	ENSMUSG00000018340	Anxa6	annexin A6
70225	ENSMUSG00000026035	Ppil3	peptidylprolyl isomerase (cyclophilin)-like 3
74334	ENSMUSG00000037415	Ranbp10	RAN binding protein 10
100038882	ENSMUSG00000035692	Isg15	ISG15 ubiquitin-like modifier
17940	ENSMUSG00000021640	Naip1	NLR family, apoptosis inhibitory protein 1
235636	ENSMUSG00000066319	Rtp3	receptor transporter protein 3
107626	ENSMUSG00000093806	Asmt	acetylserotonin O-methyltransferase
18106	ENSMUSG00000004709	Cd244a	CD244 molecule A
546134	ENSMUSG00000074259	Gramd2	GRAM domain containing 2
100503526	NA	NA	NA
54610	ENSMUSG00000003134	Tbc1d8	TBC1 domain family, member 8
319812	NA	9430018G01Rik	RIKEN cDNA 9430018G01 gene
14175	ENSMUSG00000050917	Fgf4	fibroblast growth factor 4
21331	ENSMUSG00000058159	T2	brachyury 2
241035	ENSMUSG00000043760	Pkhd1	polycystic kidney and hepatic disease 1
239650	ENSMUSG00000029875	Ccdc184	coiled-coil domain containing 184
100009664	NA	F630206G17Rik	RIKEN cDNA F630206G17 gene
234912	ENSMUSG00000053070	Cfap300	cilia and flagella associated protein 300
66435	ENSMUSG00000042104	Uggt2	UDP-glucose glycoprotein glucosyltransferase 2
109093	ENSMUSG00000028292	Rars2	arginyl-tRNA synthetase 2, mitochondrial
67695	ENSMUSG00000038803	Ost4	oligosaccharyltransferase complex subunit 4 (non-catalytic)
93875	ENSMUSG00000045689	Pcdhb4	protocadherin beta 4
16882	ENSMUSG00000020697	Lig3	ligase III, DNA, ATP-dependent
218693	ENSMUSG00000025451	Paip1	polyadenylate binding protein-interacting protein 1
20479	ENSMUSG00000009907	Vps4b	vacuolar protein sorting 4B
93730	ENSMUSG00000025245	Lztfl1	leucine zipper transcription factor-like 1
93700	ENSMUSG00000102748	Pcdhgb2	protocadherin gamma subfamily B, 2
494468	ENSMUSG00000072969	Armcx5	armadillo repeat containing, X-linked 5
50884	ENSMUSG00000027002	Nckap1	NCK-associated protein 1
100126224	ENSMUSG00000086514	Gm11747	predicted gene 11747
67393	ENSMUSG00000046668	Cxxc5	CXXC finger 5
319776	ENSMUSG00000048108	Tmem72	transmembrane protein 72
654820	ENSMUSG00000072844	G530011O06Rik	RIKEN cDNA G530011O06 gene
100316717	ENSMUSG00000104618	Mir1839	microRNA 1839
433956	ENSMUSG00000025857	Dnaaf5	dynein, axonemal assembly factor 5
553127	ENSMUSG00000067924	Rtl8b	retrotransposon Gag like 8B
553127	ENSMUSG00000116363	Rtl8b	retrotransposon Gag like 8B
110168	ENSMUSG00000050350	Gpr18	G protein-coupled receptor 18
66522	ENSMUSG00000056204	Pgpep1	pyroglutamyl-peptidase I
74185	ENSMUSG00000022707	Gbe1	glucan (1,4-alpha-), branching enzyme 1
13004	ENSMUSG00000002341	Ncan	neurocan
233328	ENSMUSG00000015133	Lrrk1	leucine-rich repeat kinase 1
18778	ENSMUSG00000029522	Pla2g1b	phospholipase A2, group IB, pancreas
629242	NA	Gm6958	predicted gene 6958
18022	ENSMUSG00000058794	Nfe2	nuclear factor, erythroid derived 2
78176	ENSMUSG00000091686	4930471C04Rik	RIKEN cDNA 4930471C04 gene
621239	ENSMUSG00000090113	Nhlrc4	NHL repeat containing 4
100039706	ENSMUSG00000092225	Gm2381	zinc finger protein 936 pseudogene
252972	ENSMUSG00000032741	Tpcn1	two pore channel 1
70337	ENSMUSG00000019762	Iyd	iodotyrosine deiodinase
320183	ENSMUSG00000051236	Msrb3	methionine sulfoxide reductase B3
100502807	NA	Gm19385	predicted gene, 19385
19861	ENSMUSG00000104896	Rnu3b4	U3B small nuclear RNA 4
16633	ENSMUSG00000030187	Klra2	killer cell lectin-like receptor, subfamily A, member 2
57425	ENSMUSG00000029409	U90926	cDNA sequence U90926
213439	ENSMUSG00000073008	Gpr174	G protein-coupled receptor 174
11841	ENSMUSG00000062421	Arf2	ADP-ribosylation factor 2
320014	ENSMUSG00000109473	B930025P03Rik	RIKEN cDNA B930025P03 gene
100504164	ENSMUSG00000110430	Cmtm1	CKLF-like MARVEL transmembrane domain containing 1
386611	ENSMUSG00000051956	Rnf133	ring finger protein 133
20408	ENSMUSG00000030638	Sh3gl3	SH3-domain GRB2-like 3
73475	ENSMUSG00000099378	1700067G17Rik	RIKEN cDNA 1700067G17 gene
22412	ENSMUSG00000018486	Wnt9b	wingless-type MMTV integration site family, member 9B
233987	ENSMUSG00000058748	Zfp958	zinc finger protein 958
100861841	NA	NA	NA
100504036	NA	Gm20026	transcription elongation factor B polypeptide 1-like
671232	ENSMUSG00000094985	Topaz1	testis and ovary specific PAZ domain containing 1
433904	ENSMUSG00000029153	Ociad2	OCIA domain containing 2
269109	ENSMUSG00000036815	Dpp10	dipeptidylpeptidase 10
329973	NA	C630004L07Rik	RIKEN cDNA C630004L07 gene
11757	ENSMUSG00000024997	Prdx3	peroxiredoxin 3
56224	ENSMUSG00000028152	Tspan5	tetraspanin 5
71300	ENSMUSG00000078179	Rnf148	ring finger protein 148
67329	NA	1700018L02Rik	RIKEN cDNA 1700018L02 gene
100043272	ENSMUSG00000074918	Inafm2	InaF motif containing 2
330837	NA	6030452D12Rik	RIKEN cDNA 6030452D12 gene
214580	ENSMUSG00000063179	Pstk	phosphoseryl-tRNA kinase
109344	ENSMUSG00000087406	E130215H24Rik	RIKEN cDNA E130215H24 gene
19674	ENSMUSG00000020907	Rcvrn	recoverin
382421	ENSMUSG00000111997	Gm5176	high mobility group box 2 pseudogene
13382	ENSMUSG00000020664	Dld	dihydrolipoamide dehydrogenase
15424	ENSMUSG00000022485	Hoxc5	homeobox C5
57276	ENSMUSG00000001943	Vsig2	V-set and immunoglobulin domain containing 2
75665	ENSMUSG00000041609	Bicdl1	BICD family like cargo adaptor 1
56698	ENSMUSG00000008301	Phax	phosphorylated adaptor for RNA export
69639	ENSMUSG00000027752	Exosc8	exosome component 8
108121	ENSMUSG00000061613	U2af1	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1
100503298	NA	NA	NA
233315	ENSMUSG00000030522	Mtmr10	myotubularin related protein 10
12764	ENSMUSG00000030282	Cmas	cytidine monophospho-N-acetylneuraminic acid synthetase
268417	ENSMUSG00000020472	Zkscan17	zinc finger with KRAB and SCAN domains 17
74597	ENSMUSG00000085287	4833418N02Rik	RIKEN cDNA 4833418N02 gene
26400	ENSMUSG00000002948	Map2k7	mitogen-activated protein kinase kinase 7
77383	ENSMUSG00000110027	C030029H02Rik	RIKEN cDNA C030029H02 gene
192656	ENSMUSG00000041135	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2
233812	ENSMUSG00000046096	Mosmo	modulator of smoothened
230577	ENSMUSG00000043572	Pars2	prolyl-tRNA synthetase (mitochondrial)(putative)
214459	ENSMUSG00000039735	Fnbp1l	formin binding protein 1-like
100862392	NA	NA	NA
692132	ENSMUSG00000071340	Trappc3l	trafficking protein particle complex 3 like
229285	ENSMUSG00000036580	Spg20	spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)
225742	ENSMUSG00000025425	St8sia5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
67096	ENSMUSG00000028690	Mmachc	methylmalonic aciduria cblC type, with homocystinuria
319727	NA	A330035P11Rik	RIKEN cDNA A330035P11 gene
14300	ENSMUSG00000031590	Frg1	FSHD region gene 1
77352	ENSMUSG00000026601	Axdnd1	axonemal dynein light chain domain containing 1
100043682	ENSMUSG00000109270	Gm10584	predicted gene 10584
19216	ENSMUSG00000019464	Ptger1	prostaglandin E receptor 1 (subtype EP1)
24013	ENSMUSG00000031450	Grk1	G protein-coupled receptor kinase 1
74251	ENSMUSG00000037904	Ankrd9	ankyrin repeat domain 9
76024	NA	Gm11346	X-linked lymphocyte-regulated 5 pseudogene
100503195	NA	NA	NA
112419	ENSMUSG00000067297	Ifit1bl2	interferon induced protein with tetratricopeptide repeats 1B like 2
100504305	NA	Gm16534	predicted gene 16534
21748	ENSMUSG00000064796	Terc	telomerase RNA component
216019	ENSMUSG00000020080	Hkdc1	hexokinase domain containing 1
100862308	NA	NA	NA
111002	NA	Marcksl1-ps4	MARCKS-like 1, pseudogene 4
68732	ENSMUSG00000021338	Carmil1	capping protein regulator and myosin 1 linker 1
634104	ENSMUSG00000090129	Olfr287	olfactory receptor 287
100270707	ENSMUSG00000087252	Gm14379	predicted gene 14379
100504649	NA	NA	NA
13401	ENSMUSG00000030410	Dmwd	dystrophia myotonica-containing WD repeat motif
14919	ENSMUSG00000020890	Gucy2e	guanylate cyclase 2e
75173	ENSMUSG00000044556	Tex38	testis expressed 38
70247	ENSMUSG00000026229	Psmd1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1
328287	NA	Gm20554	predicted gene, 20554
70086	ENSMUSG00000033470	Cysltr2	cysteinyl leukotriene receptor 2
100504437	NA	NA	NA
239618	ENSMUSG00000036218	Pdzrn4	PDZ domain containing RING finger 4
73609	ENSMUSG00000085197	1700125H03Rik	RIKEN cDNA 1700125H03 gene
667062	NA	Gm13545	predicted gene 13545
212541	ENSMUSG00000030324	Rho	rhodopsin
432939	NA	Gm5468	predicted gene 5468
110078	ENSMUSG00000033059	Pygb	brain glycogen phosphorylase
19275	ENSMUSG00000026204	Ptprn	protein tyrosine phosphatase, receptor type, N
330149	ENSMUSG00000043410	Hfm1	HFM1, ATP-dependent DNA helicase homolog
20463	ENSMUSG00000024248	Cox7a2l	cytochrome c oxidase subunit 7A2 like
218304	ENSMUSG00000090658	Prss47	protease, serine 47
19294	ENSMUSG00000062300	Nectin2	nectin cell adhesion molecule 2
11538	ENSMUSG00000051149	Adnp	activity-dependent neuroprotective protein
238386	ENSMUSG00000041702	Btbd7	BTB (POZ) domain containing 7
227923	NA	A930012O16Rik	RIKEN cDNA A930012O16 gene
319185	ENSMUSG00000094338	Hist1h2bl	histone cluster 1, H2bl
66665	ENSMUSG00000039693	Msantd3	Myb/SANT-like DNA-binding domain containing 3
100039848	ENSMUSG00000091938	Gm2457	predicted gene, 2457
230235	ENSMUSG00000045589	Frrs1l	ferric-chelate reductase 1 like
20910	ENSMUSG00000026797	Stxbp1	syntaxin binding protein 1
66634	ENSMUSG00000027353	Mcm8	minichromosome maintenance 8 homologous recombination repair factor
66521	ENSMUSG00000019782	Rwdd1	RWD domain containing 1
12564	ENSMUSG00000036510	Cdh8	cadherin 8
14343	ENSMUSG00000008461	Fut1	fucosyltransferase 1
18407	ENSMUSG00000028359	Orm3	orosomucoid 3
100043507	NA	Gng5-ps	G protein subunit gamma 5, pseudogene
12402	ENSMUSG00000034342	Cbl	Casitas B-lineage lymphoma
71296	ENSMUSG00000031736	Crnde	colorectal neoplasia differentially expressed (non-protein coding)
69349	ENSMUSG00000008028	1700008O03Rik	RIKEN cDNA 1700008O03 gene
216767	ENSMUSG00000020514	Mrpl22	mitochondrial ribosomal protein L22
53858	ENSMUSG00000041079	Rwdd2b	RWD domain containing 2B
545428	ENSMUSG00000044033	Ccdc141	coiled-coil domain containing 141
55994	ENSMUSG00000027796	Smad9	SMAD family member 9
19695	ENSMUSG00000030017	Reg3g	regenerating islet-derived 3 gamma
100503934	NA	NA	NA
100038651	NA	D130062J21Rik	RIKEN cDNA D130062J21 gene
100041677	ENSMUSG00000078495	Zfp984	zinc finger protein 984
12049	ENSMUSG00000032191	Bcl2l10	Bcl2-like 10
75266	ENSMUSG00000021078	Tomm20l	translocase of outer mitochondrial membrane 20-like
66163	ENSMUSG00000003299	Mrpl4	mitochondrial ribosomal protein L4
75495	ENSMUSG00000026894	Morn5	MORN repeat containing 5
22290	ENSMUSG00000068457	Uty	ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome
330052	ENSMUSG00000105076	A930003O13Rik	RIKEN cDNA A930003O13 gene
224754	ENSMUSG00000037537	H2-M11	histocompatibility 2, M region locus 11
100861776	NA	NA	NA
100040937	ENSMUSG00000072100	Cldn34b1	claudin 34B1
632126	ENSMUSG00000058435	Btnl4	butyrophilin-like 4
227231	ENSMUSG00000025991	Cps1	carbamoyl-phosphate synthetase 1
100503054	NA	NA	NA
14165	ENSMUSG00000021732	Fgf10	fibroblast growth factor 10
27385	ENSMUSG00000056972	Magel2	melanoma antigen, family L, 2
381224	NA	Gm340	predicted gene 340
21461	ENSMUSG00000071322	Tcp10a	t-complex protein 10a
12549	ENSMUSG00000022799	Arhgap31	Rho GTPase activating protein 31
54722	ENSMUSG00000029821	Gsdme	gasdermin E
100036523	ENSMUSG00000097170	Gm16982	predicted gene, 16982
14538	ENSMUSG00000021360	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme
240595	ENSMUSG00000047298	Kcnv2	potassium channel, subfamily V, member 2
68016	ENSMUSG00000028348	Cavin4	caveolae associated 4
73689	ENSMUSG00000057506	Bloc1s2	biogenesis of lysosomal organelles complex-1, subunit 2
21413	ENSMUSG00000053477	Tcf4	transcription factor 4
215798	ENSMUSG00000039116	Adgrg6	adhesion G protein-coupled receptor G6
12759	ENSMUSG00000022037	Clu	clusterin
54402	ENSMUSG00000061207	Stk19	serine/threonine kinase 19
320761	NA	D630008O14Rik	RIKEN cDNA D630008O14 gene
12495	ENSMUSG00000048120	Entpd1	ectonucleoside triphosphate diphosphohydrolase 1
100862176	NA	NA	NA
54394	ENSMUSG00000017561	Crlf3	cytokine receptor-like factor 3
